loan_status,loan_status_numeric,loan_amnt,issue_d,term,int_rate,installment,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,title,purpose,emp_title,emp_length,home_ownership,annual_inc,verification_status,acc_now_delinq,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,tot_coll_amt,tot_cur_bal,total_acc,total_rev_hi_lim,dti,grade,sub_grade
Current,5,20000,2017-11-01, 36 months,24.85,793.62,11849.08,6595.73,5253.35,0.0,Debt consolidation,debt_consolidation,,,MORTGAGE,58000.0,Verified,0.0,2.0,2004-10-01,0.0,3.0,,11.0,0.0,8539,44.2,0.0,128706.0,16.0,19300.0,30.06,E,E3
Current,5,8000,2017-07-01, 36 months,11.99,265.68,5037.26,3865.26,1172.0,0.0,Debt consolidation,debt_consolidation,Waitress,3 years,RENT,28000.0,Source Verified,0.0,0.0,1999-04-01,0.0,,63.0,8.0,1.0,6951,35.6,285.0,6951.0,17.0,19500.0,11.62,B,B5
Charged Off,0,23500,2017-08-01, 60 months,13.59,541.83,5924.65,3209.73,2714.92,0.0,Debt consolidation,debt_consolidation,Realtor,< 1 year,MORTGAGE,90000.0,Not Verified,0.0,0.0,2004-02-01,0.0,,69.0,10.0,2.0,17022,54.7,0.0,341792.0,22.0,31100.0,15.01,C,C2
Current,5,6000,2016-07-01, 36 months,10.99,196.41,6081.38,5044.61,1036.77,0.0,Other,other,owner,< 1 year,RENT,65000.0,Source Verified,0.0,0.0,2000-10-01,0.0,,,2.0,0.0,1537,40.4,599.0,9956.0,9.0,3800.0,6.44,B,B4
Current,5,6400,2018-12-01, 36 months,8.19,201.12,399.33,315.95,83.38,0.0,Debt consolidation,debt_consolidation,Diesel technician ,5 years,RENT,59000.0,Verified,0.0,0.0,2000-03-01,0.0,,,4.0,0.0,628,12.6,0.0,56662.0,13.0,5000.0,24.17,A,A4
Fully Paid,6,8800,2018-07-01, 36 months,13.56,298.89,8886.1806666676,8800.0,86.18,0.0,Other,other,Systems Engineer,1 year,RENT,46000.0,Source Verified,0.0,0.0,2009-10-01,0.0,,,4.0,0.0,2960,49.3,0.0,82971.0,17.0,6000.0,14.61,C,C1
Current,5,12000,2017-12-01, 36 months,7.35,372.45,5224.65,4356.08,868.57,0.0,Credit card refinancing,credit_card,Major Business Development Manager,1 year,MORTGAGE,125000.0,Not Verified,0.0,0.0,1999-01-01,0.0,,,12.0,0.0,12331,44.8,376.0,356414.0,23.0,27500.0,10.0,A,A4
Current,5,12000,2016-07-01, 36 months,13.49,407.17,12608.48,10028.0,2580.48,0.0,,debt_consolidation,Dean of Students,8 years,MORTGAGE,73512.0,Verified,0.0,0.0,1996-09-01,1.0,,93.0,8.0,1.0,10235,85.3,0.0,242655.0,16.0,12000.0,10.55,C,C2
Current,5,38000,2018-07-01, 36 months,11.06,1245.16,8692.77,6440.39,2252.38,0.0,Debt consolidation,debt_consolidation,WFM Business Process Analyst,< 1 year,RENT,140000.0,Source Verified,0.0,0.0,1992-05-01,1.0,43.0,,7.0,0.0,10148,44.2,0.0,51988.0,30.0,19100.0,6.48,B,B3
Current,5,5875,2018-06-01, 36 months,16.46,207.89,1652.38,1068.69,583.69,0.0,Debt consolidation,debt_consolidation,Driver,1 year,RENT,38600.0,Source Verified,0.0,0.0,2015-01-01,0.0,,,6.0,0.0,5399,53.5,0.0,17348.0,6.0,10100.0,17.66,C,C5
Current,5,7500,2016-11-01, 36 months,7.99,234.99,6811.38,5936.79,874.59,0.0,Home improvement,home_improvement,Sr Director Franchise Operations,9 years,MORTGAGE,158000.0,Source Verified,0.0,0.0,1979-07-01,0.0,69.0,,14.0,0.0,38825,55.5,0.0,62604.0,23.0,70000.0,13.82,A,A5
Current,5,11800,2017-06-01, 36 months,10.42,383.09,7654.97,6100.56,1554.41,0.0,Credit card refinancing,credit_card,Corporate Counsel/Tax Director,3 years,RENT,130000.0,Source Verified,0.0,0.0,2002-10-01,0.0,35.0,,10.0,0.0,11576,96.5,0.0,219236.0,31.0,12000.0,11.27,B,B3
Current,5,10000,2017-06-01, 36 months,9.44,320.05,6364.29,5206.07,1158.22,0.0,Debt consolidation,debt_consolidation,Drywall Finisher,5 years,RENT,39500.0,Verified,0.0,0.0,2000-08-01,0.0,,,16.0,0.0,10278,53.8,0.0,37130.0,23.0,19100.0,21.21,B,B1
Current,5,7200,2016-06-01, 36 months,11.99,239.11,7646.72,6267.04,1379.68,0.0,Debt consolidation,debt_consolidation,Foreman,5 years,RENT,35000.0,Source Verified,0.0,0.0,2011-05-01,1.0,,,7.0,0.0,5325,63.4,410.0,24009.0,7.0,8400.0,24.86,C,C1
Current,5,10000,2016-05-01, 36 months,12.99,336.9,11110.48,9010.47,2100.01,0.0,Debt consolidation,debt_consolidation,Benefit Authorizer,2 years,RENT,58000.0,Source Verified,0.0,0.0,2010-02-01,0.0,,,9.0,0.0,9618,74.6,0.0,33165.0,13.0,12900.0,9.79,C,C2
Current,5,12000,2018-07-01, 60 months,20.89,323.9,2239.45,848.28,1391.17,0.0,Debt consolidation,debt_consolidation,GRS,5 years,RENT,29400.0,Verified,0.0,0.0,2009-10-01,0.0,,,6.0,0.0,4596,49.4,0.0,27942.0,10.0,9300.0,24.24,D,D4
Current,5,27000,2018-09-01, 60 months,7.84,545.4,2703.48,1869.27,834.21,0.0,Other,other,Vice President Marketing,3 years,MORTGAGE,195000.0,Source Verified,0.0,0.0,1999-07-01,1.0,,,13.0,0.0,2785,6.8,0.0,674762.0,37.0,40700.0,19.74,A,A4
Current,5,15000,2017-06-01, 36 months,10.91,490.45,9799.91,7727.83,2072.08,0.0,Credit card refinancing,credit_card,Server Manager,10+ years,RENT,52000.0,Source Verified,0.0,0.0,2005-04-01,0.0,,,14.0,0.0,22951,56.4,0.0,40289.0,18.0,40700.0,33.81,B,B4
Current,5,19000,2017-01-01, 36 months,16.99,677.31,16896.88,12145.63,4751.25,0.0,Debt consolidation,debt_consolidation,,,MORTGAGE,53000.0,Verified,0.0,0.0,1979-06-01,0.0,,,15.0,0.0,20113,25.6,0.0,187718.0,32.0,78700.0,20.61,D,D1
Current,5,26400,2018-11-01, 60 months,14.47,620.74,1830.39,918.18,912.21,0.0,Debt consolidation,debt_consolidation,Support Manager,10+ years,RENT,52000.0,Source Verified,0.0,0.0,2006-10-01,0.0,,,13.0,0.0,19501,69.9,0.0,22732.0,17.0,27900.0,19.29,C,C2
Current,5,7000,2017-03-01, 36 months,11.49,230.8,5303.93,4191.48,1112.45,0.0,Credit card refinancing,credit_card,sales,9 years,OWN,90000.0,Source Verified,0.0,0.0,2000-04-01,1.0,34.0,,7.0,0.0,3660,91.5,230.0,140496.0,11.0,4000.0,12.64,B,B5
Current,5,9000,2018-05-01, 36 months,13.06,303.51,2725.06,1932.66,792.4,0.0,Credit card refinancing,credit_card,manager,6 years,RENT,100000.0,Not Verified,0.0,0.0,2005-08-01,2.0,52.0,,8.0,0.0,9243,84.0,0.0,23537.0,12.0,11000.0,7.81,C,C1
Fully Paid,6,35000,2016-03-01, 60 months,23.13,989.29,41208.612713597,35000.0,6208.61,0.0,Debt consolidation,debt_consolidation,Operations manager,10+ years,MORTGAGE,86000.0,Verified,0.0,0.0,2006-04-01,2.0,78.0,102.0,4.0,1.0,4262,41.4,0.0,4262.0,9.0,10300.0,2.09,F,F1
Current,5,15000,2017-10-01, 36 months,7.21,464.6,7438.18,6269.33,1168.85,0.0,Debt consolidation,debt_consolidation,Pharmacist ,9 years,OWN,114000.0,Verified,0.0,0.0,2003-09-01,0.0,,,17.0,0.0,16925,76.9,0.0,466967.0,38.0,22000.0,17.76,A,A3
Current,5,12000,2018-02-01, 36 months,9.92,386.76,4627.89,3612.02,1015.87,0.0,Debt consolidation,debt_consolidation,Teacher,1 year,MORTGAGE,62000.0,Verified,0.0,0.0,1998-08-01,0.0,,,24.0,0.0,18098,37.6,0.0,275317.0,36.0,48100.0,47.56,B,B2
Charged Off,0,3000,2016-07-01, 36 months,7.99,94.0,2442.67,2092.96,349.71,0.0,Debt consolidation,debt_consolidation,,,RENT,30000.0,Not Verified,0.0,0.0,1990-08-01,0.0,31.0,,8.0,0.0,2244,14.7,0.0,11587.0,20.0,15300.0,16.4,A,A4
Fully Paid,6,12000,2016-08-01, 36 months,9.49,384.34,13210.902419131498,12000.0,1210.9,0.0,Debt consolidation,debt_consolidation,Nurse Practitioner,1 year,RENT,88000.0,Source Verified,0.0,1.0,2006-09-01,0.0,16.0,,26.0,0.0,5830,41.1,127.0,160811.0,41.0,14200.0,25.88,B,B2
Current,5,24000,2017-03-01, 60 months,19.99,635.72,14594.91,6544.85,8050.06,0.0,Credit card refinancing,credit_card,CEO,10+ years,MORTGAGE,286000.0,Source Verified,0.0,0.0,2005-07-01,1.0,,69.0,12.0,1.0,24237,71.0,0.0,64209.0,26.0,34084.0,9.63,D,D4
Current,5,18000,2016-06-01, 60 months,9.49,377.95,12135.73,8540.81,3594.92,0.0,Credit card refinancing,credit_card,Activities Director,4 years,MORTGAGE,90000.0,Source Verified,0.0,0.0,1999-06-01,0.0,,,13.0,0.0,16838,53.3,842.0,161040.0,35.0,31600.0,17.71,B,B2
Fully Paid,6,24000,2016-09-01, 60 months,14.49,564.56,27824.1283150844,24000.0,3824.13,0.0,,small_business,Senior Manager,6 years,RENT,160000.0,Not Verified,0.0,1.0,2002-11-01,2.0,9.0,,19.0,0.0,23837,16.1,0.0,76133.0,29.0,148000.0,19.43,C,C4
Current,5,3500,2016-09-01, 36 months,18.99,128.28,3710.89,2656.36,1054.53,0.0,Home improvement,home_improvement,Warehouse,10+ years,MORTGAGE,47000.0,Verified,0.0,0.0,2001-11-01,1.0,63.0,69.0,7.0,1.0,3101,28.4,0.0,16254.0,15.0,10900.0,12.87,D,D3
Fully Paid,6,35000,2016-03-01, 36 months,11.99,1162.34,38142.6133919273,35000.0,3142.61,0.0,Debt consolidation,debt_consolidation,Vice President,5 years,MORTGAGE,270000.0,Verified,0.0,0.0,2003-01-01,0.0,,87.0,12.0,1.0,40772,88.3,0.0,612468.0,14.0,46200.0,11.63,C,C1
Current,5,18650,2018-09-01, 36 months,17.97,673.97,3332.61,2033.43,1299.18,0.0,Debt consolidation,debt_consolidation,Warranty Manager,5 years,MORTGAGE,60000.0,Not Verified,0.0,1.0,1999-01-01,0.0,14.0,,25.0,0.0,7229,16.8,2384.0,234721.0,55.0,43000.0,39.74,D,D1
Current,5,15000,2017-03-01, 36 months,7.49,466.53,12212.07,10868.22,1343.85,0.0,Credit card refinancing,credit_card,Finance Manager,10+ years,MORTGAGE,167500.0,Not Verified,0.0,1.0,2000-06-01,2.0,2.0,66.0,24.0,2.0,30085,24.8,0.0,431384.0,62.0,122800.0,28.6,A,A4
Current,5,2500,2017-08-01, 36 months,13.59,84.95,1527.21,1123.8,403.41,0.0,Other,other,Service Advisor,3 years,RENT,28000.0,Source Verified,0.0,0.0,2011-08-01,1.0,,,5.0,0.0,3961,33.3,0.0,17276.0,6.0,11900.0,20.02,C,C2
Charged Off,0,19200,2016-03-01, 60 months,18.25,490.17,8313.42,3811.67,4501.75,0.0,Debt consolidation,debt_consolidation,Customer care agent ,4 years,OWN,47000.0,Source Verified,0.0,1.0,2002-10-01,1.0,11.0,,12.0,0.0,13666,45.4,0.0,68043.0,21.0,30100.0,26.72,D,D3
Current,5,35000,2017-08-01, 36 months,18.06,1266.39,41519.0,33754.49,7764.51,0.0,Debt consolidation,debt_consolidation,Supervisor,< 1 year,MORTGAGE,72000.0,Not Verified,0.0,0.0,2010-06-01,0.0,24.0,,4.0,0.0,503,27.9,0.0,270460.0,11.0,1800.0,12.7,D,D2
Current,5,19000,2016-04-01, 36 months,8.39,598.82,20342.17,17815.0,2527.17,0.0,,debt_consolidation,Faculty Grants Manager,1 year,RENT,55998.0,Not Verified,0.0,0.0,2005-06-01,0.0,,,6.0,0.0,13865,61.3,0.0,36616.0,12.0,22600.0,17.38,B,B1
Current,5,20000,2018-01-01, 60 months,9.93,424.26,5515.09,3547.42,1967.67,0.0,Debt consolidation,debt_consolidation,Web producer,10+ years,MORTGAGE,71000.0,Verified,0.0,2.0,1987-04-01,0.0,3.0,,7.0,0.0,25777,57.3,0.0,471436.0,12.0,45000.0,14.01,B,B2
Fully Paid,6,16800,2016-07-01, 36 months,8.59,531.04,18479.7005442756,16800.0,1679.7,0.0,Debt consolidation,debt_consolidation,Lead tech engineer,6 years,MORTGAGE,110000.0,Not Verified,0.0,0.0,2002-04-01,0.0,,,19.0,0.0,55558,65.0,0.0,193595.0,28.0,85500.0,26.29,A,A5
Current,5,29175,2018-09-01, 36 months,20.89,1097.53,5453.79,3052.66,2401.13,0.0,Debt consolidation,debt_consolidation,Manager,10+ years,MORTGAGE,66240.0,Verified,0.0,0.0,1999-08-01,1.0,62.0,,16.0,0.0,6941,16.0,0.0,195437.0,47.0,43300.0,35.63,D,D4
Current,5,8000,2018-10-01, 36 months,17.97,289.1,1140.43,692.56,447.87,0.0,Credit card refinancing,credit_card,VP,3 years,RENT,230000.0,Source Verified,0.0,3.0,1994-09-01,0.0,18.0,,24.0,0.0,86244,82.6,0.0,151896.0,38.0,104400.0,27.72,D,D1
Current,5,20000,2018-10-01, 36 months,7.21,619.47,2469.87,2015.29,454.58,0.0,Debt consolidation,debt_consolidation,,< 1 year,MORTGAGE,55000.0,Not Verified,0.0,0.0,2000-05-01,1.0,,,13.0,0.0,19096,30.0,0.0,338224.0,34.0,63600.0,11.0,A,A3
Current,5,5000,2017-01-01, 36 months,11.49,164.86,4119.48,3286.69,832.79,0.0,Debt consolidation,debt_consolidation,Operator,4 years,MORTGAGE,90000.0,Source Verified,0.0,1.0,2002-07-01,0.0,20.0,,10.0,0.0,15921,63.9,0.0,156883.0,23.0,24900.0,26.93,B,B5
Fully Paid,6,25000,2016-06-01, 36 months,7.59,778.69,27585.530539977597,25000.0,2585.53,0.0,Major purchase,major_purchase,Federal Agent,10+ years,MORTGAGE,130000.0,Source Verified,0.0,0.0,1997-05-01,0.0,,,13.0,0.0,1937,6.6,0.0,727926.0,34.0,29300.0,17.99,A,A3
Current,5,8400,2017-08-01, 36 months,5.32,252.97,4548.49,4032.99,515.5,0.0,Debt consolidation,debt_consolidation,Occupational Therapist,< 1 year,MORTGAGE,75000.0,Not Verified,0.0,0.0,2007-07-01,0.0,,,13.0,0.0,14944,37.2,0.0,213167.0,15.0,40200.0,24.86,A,A1
Current,5,10000,2018-03-01, 60 months,20.39,267.12,2915.66,1164.87,1750.79,0.0,Debt consolidation,debt_consolidation,Bank Operations Coordinator,< 1 year,RENT,55000.0,Source Verified,0.0,0.0,2007-07-01,1.0,,,7.0,0.0,11450,81.2,0.0,14683.0,11.0,14100.0,20.84,D,D4
Current,5,16000,2018-08-01, 36 months,16.14,563.62,3367.37,2161.76,1205.61,0.0,Credit card refinancing,credit_card,,,RENT,48012.0,Not Verified,0.0,0.0,2014-11-01,1.0,,,7.0,0.0,6460,31.8,0.0,32033.0,9.0,20300.0,22.17,C,C4
Current,5,3000,2017-02-01, 36 months,13.99,102.52,2458.15,1858.19,599.96,0.0,Credit card refinancing,credit_card,Sales Manager,10+ years,MORTGAGE,125000.0,Source Verified,0.0,0.0,1995-08-01,0.0,54.0,,12.0,0.0,26523,70.9,0.0,116053.0,22.0,37400.0,8.71,C,C3
Current,5,16000,2018-04-01, 60 months,14.07,372.88,3716.29,1953.68,1762.61,0.0,Major purchase,major_purchase,Kitchen,1 year,OWN,30000.0,Source Verified,0.0,0.0,2014-01-01,2.0,,,7.0,0.0,0,0.0,3290.0,3101.0,9.0,16500.0,6.2,C,C3
Late (31-120 days),2,21600,2016-04-01, 60 months,11.47,474.72,14702.56,9626.31,5076.25,0.0,Debt consolidation,debt_consolidation,Lab Technician,1 year,MORTGAGE,45000.0,Not Verified,0.0,0.0,2002-07-01,0.0,,,5.0,0.0,11721,60.1,0.0,145706.0,14.0,19500.0,14.77,B,B5
Fully Paid,6,30000,2016-09-01, 60 months,14.49,705.7,37112.381740449,30000.0,7112.38,0.0,Home improvement,home_improvement,Director of Engineering,1 year,MORTGAGE,120000.0,Verified,0.0,0.0,2002-04-01,0.0,79.0,,11.0,0.0,15520,49.1,0.0,338066.0,28.0,31600.0,22.29,C,C4
Current,5,8000,2016-11-01, 36 months,12.74,268.56,7245.46,5706.79,1538.67,0.0,Debt consolidation,debt_consolidation,,,MORTGAGE,20324.0,Not Verified,0.0,0.0,1978-05-01,0.0,,53.0,7.0,1.0,7074,48.8,0.0,8851.0,19.0,14500.0,28.06,C,C1
Current,5,12000,2018-12-01, 60 months,20.89,323.9,633.87,232.0,401.87,0.0,Debt consolidation,debt_consolidation,,,OWN,29292.0,Source Verified,0.0,0.0,1998-12-01,0.0,,,9.0,0.0,8052,35.2,0.0,22712.0,24.0,22900.0,27.24,D,D4
Current,5,5000,2018-01-01, 36 months,10.91,163.49,4622.34,4283.38,338.96,0.0,Debt consolidation,debt_consolidation,Home care aid,< 1 year,MORTGAGE,42000.0,Not Verified,0.0,1.0,2000-12-01,0.0,18.0,,27.0,0.0,6873,17.5,175.0,31746.0,32.0,39200.0,33.57,B,B4
Current,5,21000,2018-06-01, 36 months,14.52,723.05,5781.33,3905.48,1875.85,0.0,Debt consolidation,debt_consolidation,"Manager,  bartender, trainer",10+ years,RENT,50000.0,Source Verified,0.0,1.0,1997-12-01,0.0,9.0,,12.0,0.0,9240,48.6,0.0,49549.0,20.0,19000.0,25.92,C,C3
Current,5,15000,2018-05-01, 60 months,7.46,300.29,2687.07,1910.37,776.7,0.0,Debt consolidation,debt_consolidation,Foodservice Director,10+ years,MORTGAGE,88000.0,Not Verified,0.0,0.0,1996-09-01,0.0,64.0,,8.0,0.0,506,3.0,0.0,254666.0,39.0,17000.0,9.9,A,A4
Current,5,8000,2018-12-01, 36 months,16.91,284.87,562.22,346.7,215.52,0.0,Debt consolidation,debt_consolidation,Care Coordinator,< 1 year,OWN,36000.0,Source Verified,0.0,0.0,2014-10-01,1.0,,,12.0,0.0,10220,24.6,0.0,61860.0,16.0,41600.0,28.73,C,C5
Current,5,25000,2018-01-01, 36 months,24.85,992.02,12861.75,6993.48,5868.27,0.0,Debt consolidation,debt_consolidation,Clerk,10+ years,RENT,60000.0,Verified,0.0,0.0,1996-07-01,0.0,,,15.0,0.0,36421,70.7,0.0,36421.0,23.0,51500.0,23.02,E,E3
Charged Off,0,40000,2018-01-01, 60 months,12.62,902.37,5552.55,0.0,0.0,0.0,Major purchase,major_purchase,manager,8 years,RENT,135300.0,Verified,0.0,0.0,1999-11-01,2.0,,,4.0,0.0,111,1.1,0.0,2137.0,9.0,10000.0,6.77,C,C1
Current,5,10000,2016-07-01, 36 months,9.49,320.29,9923.72,8436.14,1487.58,0.0,Debt consolidation,debt_consolidation,drive,10+ years,RENT,56000.0,Not Verified,0.0,0.0,2002-01-01,0.0,63.0,61.0,9.0,1.0,8823,40.8,0.0,15847.0,14.0,21600.0,17.02,B,B2
Fully Paid,6,12600,2016-09-01, 60 months,25.29,371.98,16939.3066320031,12600.0,4339.31,0.0,,debt_consolidation,Driver ,1 year,OWN,50000.0,Source Verified,0.0,0.0,1999-11-01,0.0,76.0,72.0,14.0,1.0,5529,26.3,0.0,47086.0,31.0,21000.0,23.45,E,E5
Current,5,30000,2018-12-01, 60 months,27.27,920.91,1796.37,483.75,1312.62,0.0,Debt consolidation,debt_consolidation,Paramedic,9 years,RENT,100000.0,Verified,0.0,1.0,2006-06-01,0.0,23.0,,12.0,0.0,12798,50.4,0.0,31119.0,18.0,25400.0,14.11,E,E5
Current,5,13000,2018-12-01, 36 months,12.98,437.9,889.87,597.79,292.08,0.0,Debt consolidation,debt_consolidation,manager,10+ years,RENT,42000.0,Verified,0.0,0.0,2010-04-01,0.0,,,7.0,0.0,11706,42.6,0.0,29156.0,9.0,27500.0,19.94,B,B5
Current,5,1500,2016-10-01, 36 months,12.79,50.39,1408.26,1115.57,292.69,0.0,Debt consolidation,debt_consolidation,Machinist,5 years,OWN,65000.0,Not Verified,0.0,1.0,1995-08-01,0.0,10.0,,11.0,0.0,73002,43.6,0.0,161568.0,34.0,76400.0,28.73,C,C1
Current,5,5000,2016-11-01, 36 months,8.24,157.24,4245.43,3632.09,613.34,0.0,Credit card refinancing,credit_card,First Grade Teacher,8 years,RENT,28000.0,Not Verified,0.0,0.0,2000-10-01,0.0,,64.0,7.0,1.0,6524,29.1,0.0,6524.0,25.0,22400.0,8.27,B,B1
Current,5,12000,2018-08-01, 36 months,11.55,396.0,2368.3,1724.02,644.28,0.0,Debt consolidation,debt_consolidation,,,RENT,15000.0,Verified,0.0,0.0,2013-05-01,0.0,,,16.0,0.0,10911,28.0,0.0,17895.0,20.0,38900.0,77.68,B,B4
Charged Off,0,7200,2016-02-01, 36 months,14.46,247.7,5484.41,3615.34,1366.03,0.0,Other,other,park worker,10+ years,RENT,20000.0,Source Verified,0.0,1.0,2006-04-01,0.0,10.0,,14.0,0.0,6257,17.7,0.0,6257.0,19.0,35400.0,13.57,C,C4
Current,5,4000,2018-01-01, 36 months,10.91,130.79,1697.85,1296.75,401.1,0.0,Medical expenses,medical,Vending Technician,10+ years,MORTGAGE,73000.0,Not Verified,0.0,0.0,1995-12-01,0.0,,,4.0,0.0,4582,89.8,212.0,272599.0,13.0,5100.0,9.49,B,B4
Current,5,5000,2017-09-01, 36 months,18.06,180.92,3063.1,2029.84,1033.26,0.0,Credit card refinancing,credit_card,Stylist,< 1 year,RENT,34680.0,Source Verified,0.0,0.0,2007-06-01,0.0,,,10.0,0.0,7268,98.2,0.0,18992.0,15.0,7400.0,14.85,D,D2
Fully Paid,6,10000,2016-09-01, 60 months,12.79,226.46,10555.8215380974,10000.0,555.82,0.0,Debt consolidation,debt_consolidation,Account Rep,4 years,MORTGAGE,50000.0,Not Verified,0.0,0.0,2006-04-01,0.0,43.0,,8.0,0.0,9712,54.0,141.0,113525.0,14.0,18000.0,14.91,C,C1
Current,5,30000,2018-10-01, 36 months,10.08,969.15,3843.0,2904.95,938.05,0.0,Credit card refinancing,credit_card,,< 1 year,RENT,100000.0,Source Verified,0.0,0.0,2012-04-01,0.0,,,8.0,0.0,14370,39.8,0.0,29893.0,11.0,36100.0,9.65,B,B1
Fully Paid,6,10000,2016-11-01, 36 months,12.74,335.69,11003.5177935914,10000.0,1003.52,0.0,Debt consolidation,debt_consolidation,"fabrication, welder",5 years,RENT,55000.0,Source Verified,0.0,0.0,2000-04-01,1.0,,49.0,4.0,2.0,1619,27.9,0.0,7949.0,14.0,5800.0,6.83,C,C1
Current,5,6000,2017-12-01, 36 months,6.08,182.75,2556.47,2204.59,351.88,0.0,Credit card refinancing,credit_card,Sales Manager,6 years,MORTGAGE,60000.0,Not Verified,0.0,0.0,2009-07-01,0.0,30.0,,9.0,0.0,8354,23.5,0.0,190211.0,16.0,35500.0,18.02,A,A2
Fully Paid,6,5000,2017-03-01, 36 months,7.49,155.51,5459.641040899999,5000.0,459.64,0.0,Debt consolidation,debt_consolidation,Showroom Manager,10+ years,MORTGAGE,46600.0,Source Verified,0.0,0.0,2001-12-01,0.0,,,9.0,0.0,14276,52.3,0.0,179096.0,11.0,27300.0,18.7,A,A4
Charged Off,0,40000,2017-09-01, 60 months,12.62,902.37,8862.57,1957.42,1624.02,0.0,Other,other,Controller,< 1 year,MORTGAGE,172500.0,Source Verified,0.0,1.0,1999-06-01,0.0,14.0,,14.0,0.0,25824,51.5,0.0,243024.0,40.0,50100.0,24.89,C,C1
Current,5,12000,2017-03-01, 60 months,13.49,276.06,6340.39,3681.61,2658.78,0.0,Debt consolidation,debt_consolidation,RN,10+ years,MORTGAGE,120000.0,Not Verified,0.0,1.0,1992-09-01,0.0,7.0,,13.0,0.0,34612,84.6,0.0,475435.0,23.0,40900.0,14.64,C,C2
Current,5,20000,2016-02-01, 36 months,6.97,617.27,21641.4,19380.01,2230.53,30.86,Credit card refinancing,credit_card,Machining ,10+ years,MORTGAGE,145000.0,Source Verified,0.0,4.0,1991-03-01,3.0,7.0,,23.0,0.0,29194,63.2,0.0,240453.0,48.0,46200.0,11.12,A,A3
Fully Paid,6,4800,2016-11-01, 36 months,13.49,162.87,5686.1894855909995,4800.0,886.19,0.0,Debt consolidation,debt_consolidation,Correction officer,3 years,MORTGAGE,66000.0,Verified,0.0,0.0,2008-05-01,2.0,76.0,,12.0,0.0,11796,75.1,0.0,273162.0,14.0,15700.0,23.52,C,C2
Charged Off,0,30000,2017-12-01, 60 months,15.05,714.49,4261.86,2094.15,2167.71,0.0,Home improvement,home_improvement,Social Worker,6 years,MORTGAGE,130000.0,Source Verified,0.0,0.0,2002-02-01,0.0,,,12.0,0.0,9500,31.7,57.0,467389.0,31.0,30000.0,17.48,C,C4
Current,5,18000,2017-05-01, 60 months,10.42,386.18,8099.36,5270.65,2828.71,0.0,Debt consolidation,debt_consolidation,PRESIDENT,10+ years,OWN,88000.0,Not Verified,0.0,1.0,1976-11-01,0.0,18.0,,18.0,0.0,9155,48.1,0.0,69788.0,43.0,19300.0,25.79,B,B3
Current,5,1400,2016-03-01, 36 months,19.99,52.03,1811.72,1349.21,462.51,0.0,Other,other,,,RENT,34000.0,Verified,0.0,1.0,1998-12-01,0.0,15.0,,7.0,0.0,2844,94.8,0.0,32451.0,30.0,3000.0,39.57,E,E1
Current,5,10000,2018-08-01, 60 months,7.84,202.0,1201.11,833.51,367.6,0.0,Credit card refinancing,credit_card,Package Delivery Driver,5 years,RENT,60000.0,Not Verified,0.0,0.0,2013-03-01,0.0,,,9.0,0.0,10274,17.2,0.0,10274.0,18.0,59700.0,5.46,A,A4
Current,5,10000,2018-04-01, 36 months,6.07,304.54,3042.03,2598.16,443.87,0.0,Home improvement,home_improvement,owner,10+ years,MORTGAGE,142000.0,Not Verified,0.0,0.0,1984-05-01,1.0,53.0,,20.0,0.0,22925,42.3,0.0,554351.0,32.0,54200.0,18.46,A,A2
Fully Paid,6,9800,2017-05-01, 36 months,11.44,322.89,10683.5228608268,9800.0,883.52,0.0,Credit card refinancing,credit_card,Knit programmer,10+ years,RENT,69000.0,Not Verified,0.0,0.0,2002-04-01,0.0,,,12.0,0.0,14860,47.5,0.0,27331.0,26.0,31300.0,14.08,B,B4
Current,5,15000,2017-09-01, 36 months,14.08,513.25,8723.63,6303.23,2420.4,0.0,Debt consolidation,debt_consolidation,Massage therapist ,3 years,MORTGAGE,45000.0,Source Verified,0.0,0.0,2002-04-01,0.0,,,8.0,0.0,13088,74.4,0.0,161677.0,17.0,17600.0,18.85,C,C3
Current,5,40000,2018-10-01, 60 months,10.08,851.46,3383.44,2087.96,1295.48,0.0,Debt consolidation,debt_consolidation,RN,8 years,RENT,104000.0,Not Verified,0.0,0.0,1985-09-01,1.0,,,10.0,0.0,22996,50.7,0.0,68073.0,23.0,45400.0,13.94,B,B1
Current,5,8150,2018-08-01, 36 months,7.84,254.8,1525.25,1229.25,296.0,0.0,Debt consolidation,debt_consolidation,Valet,3 years,OWN,37898.0,Verified,0.0,0.0,2004-02-01,0.0,,117.0,13.0,1.0,14272,26.6,0.0,33318.0,22.0,53600.0,34.26,A,A4
Charged Off,0,14175,2016-02-01, 60 months,24.24,409.77,9076.56,779.03,1660.5,0.0,Debt consolidation,debt_consolidation,Tech 3 Extrusion Operator,2 years,MORTGAGE,42000.0,Verified,0.0,0.0,2002-08-01,1.0,,83.0,10.0,1.0,3529,92.9,191.0,120810.0,25.0,3800.0,9.26,F,F3
